article_id	image_file_path	max_ratio	num_high_ratio_colors	proportion_high_deut_ratio_pixels	mean_deut_delta	euclidean_distance_metric
00003	Images/00003/elife-00003-fig1-v1.jpg	43.160311761378765	63	0.01039308176100629	0.09083784996905243	12.206555615733702
00003	Images/00003/elife-00003-fig2-v1.jpg	50.7177673423905	246	0.04131455399061033	0.06850353243985008	6.324555320336759
00003	Images/00003/elife-00003-fig3-v1.jpg	354.77279381905464	310	0.13009049773755657	0.08388450492385516	5.5
00003	Images/00003/elife-00003-fig4-v1.jpg	56.462110794874405	40	0.05025325119780972	0.04231273985095513	30.93372747310175
00003	Images/00003/elife-00003-fig5-v1.jpg	6.122539597025106	2	7.196315486470927e-5	0.04356085483025583	218.11235636707977
00005	Images/00005/elife-00005-fig1-v1.jpg	39.46444432291308	8	0.00470052083333333	0.01131496686402087	19.01183914486364
00005	Images/00005/elife-00005-fig10-v1.jpg	20.15434036334304	13	0.02162790697674418	0.01873278542656771	25
00005	Images/00005/elife-00005-fig11-v1.jpg	36.94668014012384	55	0.0995616211745244	0.05535812223185581	22.62741699796952
00005	Images/00005/elife-00005-fig12-v1.jpg	23.40814424340512	33	0.08371408045977012	0.04224505595482002	29.180461603623485
00005	Images/00005/elife-00005-fig13-v1.jpg	14.85373334987426	33	0.06188811188811188	0.03891297408392661	27.80287754891569
00005	Images/00005/elife-00005-fig2-v1.jpg	25.157992234382046	51	0.03370165745856354	0.02548657361736629	9.219544457292889
00005	Images/00005/elife-00005-fig3-v1.jpg	1.4134534347908234	0	0	0.00829485909079028	Inf
00005	Images/00005/elife-00005-fig4-v1.jpg	9.414284580064832	4	0.011008547008547	0.02629833779592945	27.459060435491963
00005	Images/00005/elife-00005-fig5-v1.jpg	40.335125037713624	45	0.0388517060367454	0.04331559066482805	29.712094599985782
00005	Images/00005/elife-00005-fig6-v1.jpg	38.334141380047654	147	0.08421768707482993	0.0910922154450248	19.260730506745197
00005	Images/00005/elife-00005-fig7-v1.jpg	33.38282342714297	21	0.02370122630992196	0.02771929360369269	14.317821063276352
00005	Images/00005/elife-00005-fig8-v1.jpg	14.123529873310437	19	0.05288888888888889	0.02130501228779676	28.372472662058193
00005	Images/00005/elife-00005-fig9-v1.jpg	19.798840069893966	19	0.03016212710765239	0.01499137201308117	38.27531841800928
00007	Images/00007/elife-00007-fig1-v1.jpg	7.382419569903279	6	0.0136068376068376	0.02777482420717946	26.45362404707371
00007	Images/00007/elife-00007-fig10-v1.jpg	7.348447546758917	4	0.00364761904761904	0.01890178658116993	38.17709197366441
00007	Images/00007/elife-00007-fig2-v1.jpg	23.386654907405855	21	0.00562305295950155	0.03160222716218775	5.5
00007	Images/00007/elife-00007-fig3-v1.jpg	18.1309945769562	2	3.9100684261974585e-5	0.02111199237162606	19.313207915827967
00007	Images/00007/elife-00007-fig5-v1.jpg	22.150605129124585	21	0.02393442622950819	0.03477982087418188	13.41640786499874
00007	Images/00007/elife-00007-fig6-v1.jpg	8.494873494357956	5	0.00776089159067882	0.01651193508012435	34.42377992700625
00007	Images/00007/elife-00007-fig7-v1.jpg	6.0444434106371405	1	8.5e-4	0.04516404993781006	20.024984394500787
00007	Images/00007/elife-00007-fig8-v1.jpg	2.6885657556951217	0	0	0.03872674340633532	Inf
00007	Images/00007/elife-00007-fig9-v1.jpg	4.328737265844181	0	0	0.03117047182286552	Inf
00011	Images/00011/elife-00011-fig1-v1.jpg	65.6698441830078	130	0.0411812865497076	0.1015154807998453	4.123105625617661
00011	Images/00011/elife-00011-fig2-v1.jpg	27.47496617194027	36	0.0209845288326301	0.04010967957873658	15.231546211727816
00011	Images/00011/elife-00011-fig3-v1.jpg	67.52837523988762	66	0.06901234567901235	0.05923115188682178	21.318924975950623
00011	Images/00011/elife-00011-fig4-v1.jpg	9.317709336477632	5	0.00157790927021696	0.0984417832353747	38.496488680012966
00011	Images/00011/elife-00011-fig5-v1.jpg	18.70514893615662	68	0.01411333333333333	0.09700359847006364	24.186773244895647
00011	Images/00011/elife-00011-fig6-v1.jpg	21.843461814898976	29	0.01208888888888888	0.04719913332067532	21.666323379247004
00011	Images/00011/elife-00011-fig7-v1.jpg	49.609125382136206	86	0.05445767195767195	0.02988142844832429	11.6619037896906
00011	Images/00011/elife-00011-fig8-v1.jpg	71.22055717085871	84	0.05782051282051282	0.07115764544937515	17.46424919657298
00011	Images/00011/elife-00011-fig9-v1.jpg	49.183872067709395	228	0.05272272272272272	0.06038622139856497	8.06225774829855
00012	Images/00012/elife-00012-fig1-v1.jpg	43.51411222017418	6	0.00131944444444444	0.02554812073781664	3
00012	Images/00012/elife-00012-fig2-v1.jpg	20.573946690057056	27	0.00706018518518518	0.05039257337093168	10.60531806158978
00012	Images/00012/elife-00012-fig3-v1.jpg	20.5652544468272	38	0.00205857019810508	0.02345337813057397	19
00012	Images/00012/elife-00012-fig4-v1.jpg	9.890199219260603	31	0.00811851851851851	0.01806400282041665	37.215938607851925
00012	Images/00012/elife-00012-fig5-v1.jpg	83.65061291246705	170	0.01613756613756613	0.03294354316097166	6.324555320336759
